title,score,date,airline,source
Lo barato sale caro,1,2022-06-01,RYANAIR,TRIPADVISOR
I WILL NEVER FLIGHT WITH RYNAIR EVER AGAIN!!!,1,2022-06-01,RYANAIR,TRIPADVISOR
AU TOP !!!,5,2022-06-01,RYANAIR,TRIPADVISOR
This company should not be operating,1,2022-06-01,RYANAIR,TRIPADVISOR
Αναμονή 6 ώρες !!!!!!,1,2022-06-01,RYANAIR,TRIPADVISOR
Pésima aerolinea,1,2022-06-01,RYANAIR,TRIPADVISOR
"UNA BASURA, DORMIMOS EN EL SUELO",1,2022-06-01,RYANAIR,TRIPADVISOR
Flug Ausfall,1,2022-06-01,RYANAIR,TRIPADVISOR
Viaggio cancellato,1,2022-06-01,RYANAIR,TRIPADVISOR
Riktigt dåligt flygföretag! De ställde in flygen och sköt upp dom en massa. Ryanair må ha bra priser men bli inte lurad.,1,2022-06-01,RYANAIR,TRIPADVISOR
Pésima información!!,1,2022-06-01,RYANAIR,TRIPADVISOR
Unprofessionell hoch 10,1,2022-06-01,RYANAIR,TRIPADVISOR
Luggage charge,2,2022-03-01,RYANAIR,TRIPADVISOR
À fuir !,1,2022-06-01,RYANAIR,TRIPADVISOR
I will fly again only if it is very cheap,3,2022-06-01,RYANAIR,TRIPADVISOR
Trauma vlucht Eindhoven-Zagreb,1,2022-06-01,RYANAIR,TRIPADVISOR
Asian hate & delayed flight,1,2022-06-01,RYANAIR,TRIPADVISOR
Ryan Airline Sucks!,1,2022-06-01,RYANAIR,TRIPADVISOR
No gate closing announcement,1,2022-06-01,RYANAIR,TRIPADVISOR
Te cobran hasta por dar la hora,1,2022-06-01,RYANAIR,TRIPADVISOR
Pésimo trato,1,2022-06-01,RYANAIR,TRIPADVISOR
Compagnia aerea scadente,1,2022-06-01,RYANAIR,TRIPADVISOR
Abandoned 120 passengers at Prague airport,1,2022-06-01,RYANAIR,TRIPADVISOR
SCANDALOSI,1,2022-06-01,RYANAIR,TRIPADVISOR
A fuir,1,2022-06-01,RYANAIR,TRIPADVISOR
Pessimo servizio,1,2022-06-01,RYANAIR,TRIPADVISOR
3 hours late,1,2022-06-01,RYANAIR,TRIPADVISOR
Appalling,1,2022-02-01,RYANAIR,TRIPADVISOR
FUYEZ PAUVRES FOUS!!!!,1,2022-06-01,RYANAIR,TRIPADVISOR
DE TERROR,1,2022-06-01,RYANAIR,TRIPADVISOR
Terrible trip,1,2022-06-01,RYANAIR,TRIPADVISOR
Never again...,1,2022-06-01,RYANAIR,TRIPADVISOR
"Pièges, stress et autres roublardises",1,2022-05-01,RYANAIR,TRIPADVISOR
Ryanair min&ble compagnie depuis toujours,1,2022-05-01,RYANAIR,TRIPADVISOR
A FUIR,1,2022-04-01,RYANAIR,TRIPADVISOR
Charged 110 euros to check in as the Ryanair website wouldn't let us do it online,1,2022-06-01,RYANAIR,TRIPADVISOR
Disonesti,1,2022-04-01,RYANAIR,TRIPADVISOR
Vol annulé,1,2022-06-01,RYANAIR,TRIPADVISOR
Don't fly with rynair !,1,2022-06-01,RYANAIR,TRIPADVISOR
"WORST COMPANY EVER, I WISH THEY GO BROKE!",1,2022-06-01,RYANAIR,TRIPADVISOR
Do not fly with Ryanair!,1,2022-06-01,RYANAIR,TRIPADVISOR
晚点严重,1,2022-06-01,RYANAIR,TRIPADVISOR
"Flew back from Athens 19th June. No staff to unload baggage, My wife is a cancer patient on ""END OF LIFE CARE""",1,2022-06-01,RYANAIR,TRIPADVISOR
Much better than expected,5,2022-06-01,RYANAIR,TRIPADVISOR
Come richiedere piu´soldi ai vostri clienti senza scrivere chiaramente come evitarlo !,1,2022-06-01,RYANAIR,TRIPADVISOR
Trop nul,1,2022-06-01,RYANAIR,TRIPADVISOR
Sin mascarilla y dice la azafata que no se la pongan,1,2022-06-01,RYANAIR,TRIPADVISOR
"Avion annulé pour je cite : ""cause de grève INUTILE"".",1,2022-06-01,RYANAIR,TRIPADVISOR
Attente,1,2022-06-01,RYANAIR,TRIPADVISOR
44730,1,2022-06-01,RYANAIR,TRIPADVISOR
Τέλεια πτήση τιμή εισιτηρίου χωρίς καθυστέρηση,5,2022-06-01,RYANAIR,TRIPADVISOR
Worst company ever,1,2022-06-01,RYANAIR,TRIPADVISOR
"een ""kale"" vlucht.",2,2022-05-01,RYANAIR,TRIPADVISOR
Donna,1,2022-06-01,RYANAIR,TRIPADVISOR
הרסו לי את הטיול,1,2022-06-01,RYANAIR,TRIPADVISOR
Responsabile equipaggio maleducato,4,2022-06-01,RYANAIR,TRIPADVISOR
RYANAIR DA SCORDARE A VITA.,1,2022-06-01,RYANAIR,TRIPADVISOR
Avis médiocre,2,2022-06-01,RYANAIR,TRIPADVISOR
No la uséis a menos que no haya otra alternativa,1,2022-06-01,RYANAIR,TRIPADVISOR
Servicio rayaner pèsimo,1,2022-06-01,RYANAIR,TRIPADVISOR
Voyage en couple,1,2022-06-01,RYANAIR,TRIPADVISOR
Una massa di zanza,1,2022-06-01,RYANAIR,TRIPADVISOR
Un vol vraiment pas comme les autres...,2,2022-06-01,RYANAIR,TRIPADVISOR
Vol en retard,1,2022-06-01,RYANAIR,TRIPADVISOR
Rientri con ritardi spaventosi senza alcuna informazione corretta.,1,2022-06-01,RYANAIR,TRIPADVISOR
Η ΧΕΙΡΟΤΕΡΗ ΠΤΗΣΗ,1,2022-06-01,RYANAIR,TRIPADVISOR
Arnaqueurs,1,2022-06-01,RYANAIR,TRIPADVISOR
Payer plus cher pour être moins bien.,2,2022-06-01,RYANAIR,TRIPADVISOR
"Evítenlo y evítense corajes, son malísimos",1,2022-06-01,RYANAIR,TRIPADVISOR
Aucune humanité,1,2022-06-01,RYANAIR,TRIPADVISOR
Brilliant,5,2022-06-01,RYANAIR,TRIPADVISOR
Mr,1,2022-06-01,RYANAIR,TRIPADVISOR
Ryanair has hit a new crashing low,1,2022-06-01,RYANAIR,TRIPADVISOR
Very Good,5,2022-06-01,RYANAIR,TRIPADVISOR
The worst airline in the world,1,2022-06-01,RYANAIR,TRIPADVISOR
Always far in late.,1,2022-06-01,RYANAIR,TRIPADVISOR
Ne recommande absolument pas,1,2022-06-01,RYANAIR,TRIPADVISOR
Terrifying experience,1,2022-06-01,RYANAIR,TRIPADVISOR
A éviter,1,2022-06-01,RYANAIR,TRIPADVISOR
Never on time!,1,2022-06-01,RYANAIR,TRIPADVISOR
Denied boarding,1,2022-06-01,RYANAIR,TRIPADVISOR
Never ever!!!,1,2022-06-01,RYANAIR,TRIPADVISOR
PLUS DE 400 EUROS PERDUS POUR LE MOMENT,2,2022-06-01,RYANAIR,TRIPADVISOR
Worst customer service and fees,1,2022-06-01,RYANAIR,TRIPADVISOR
Escroquerie totale,1,2022-06-01,RYANAIR,TRIPADVISOR
Mai piu,1,2022-06-01,RYANAIR,TRIPADVISOR
Vollkommene Katastrophe,1,2022-06-01,RYANAIR,TRIPADVISOR
Chronisch unpünktlich,1,2022-06-01,RYANAIR,TRIPADVISOR
Pessimi,2,2022-06-01,RYANAIR,TRIPADVISOR
Manques de moyens,1,2022-06-01,RYANAIR,TRIPADVISOR
You get what you pay for,5,2022-06-01,RYANAIR,TRIPADVISOR
Very poor service,1,2022-06-01,RYANAIR,TRIPADVISOR
Worst Airline,1,2022-06-01,RYANAIR,TRIPADVISOR
Compagnie à éviter,1,2022-06-01,RYANAIR,TRIPADVISOR
Shocking service,1,2022-06-01,RYANAIR,TRIPADVISOR
The worst flight experience ever,1,2022-06-01,RYANAIR,TRIPADVISOR
Toujours aussi malhonnêtes,1,2022-06-01,RYANAIR,TRIPADVISOR
Schifo.,1,2022-06-01,RYANAIR,TRIPADVISOR
Dissapointing,1,2022-06-01,RYANAIR,TRIPADVISOR
Ladrones,1,2022-05-01,RYANAIR,TRIPADVISOR
"Personale di terra frustrato, ottuso e per nulla incline alla risoluzione dei problemi",1,2022-06-01,RYANAIR,TRIPADVISOR
Ryanair: mai più,1,2022-06-01,RYANAIR,TRIPADVISOR
T,1,2022-06-01,RYANAIR,TRIPADVISOR
Worst experience in almost 20 years of flying!,1,2022-06-01,RYANAIR,TRIPADVISOR
Overbooking e ritardi,1,2022-06-01,RYANAIR,TRIPADVISOR
Bad cleaning,1,2022-06-01,RYANAIR,TRIPADVISOR
Terrible service in terms of check in and baggage,1,2022-06-01,RYANAIR,TRIPADVISOR
This people doesn't care about their costumes,1,2022-06-01,RYANAIR,TRIPADVISOR
A poor experience,1,2022-06-01,RYANAIR,TRIPADVISOR
They sell tickets to one city and abandon passengers in another city. Took money and didn't provide the service we paid,1,2022-06-01,RYANAIR,TRIPADVISOR
"TRUFFE AUTO NOLEGGIO ""NOLEGGIARE.IT""”",1,2022-06-01,RYANAIR,TRIPADVISOR
Nunca mas,1,2022-06-01,RYANAIR,TRIPADVISOR
Missed flight,3,2022-06-01,RYANAIR,TRIPADVISOR
Rip off company and personal not helpfull,1,2022-06-01,RYANAIR,TRIPADVISOR
COMPAGNIE A FUIR,1,2022-06-01,RYANAIR,TRIPADVISOR
Not so great,3,2022-06-01,RYANAIR,TRIPADVISOR
Absolutely terrible,1,2022-06-01,RYANAIR,TRIPADVISOR
Voleurs,1,2022-03-01,RYANAIR,TRIPADVISOR
Not so cheap,2,2022-06-01,RYANAIR,TRIPADVISOR
Müll,1,2022-06-01,RYANAIR,TRIPADVISOR
Honteux,1,2022-06-01,RYANAIR,TRIPADVISOR
Ersten Mal und auch letzt mal,2,2022-06-01,RYANAIR,TRIPADVISOR
Compagnia peggiore al MONDO!,1,2022-06-01,RYANAIR,TRIPADVISOR
Siete un disastro di compagnia,1,2022-06-01,RYANAIR,TRIPADVISOR
About what I'd expected,1,2022-06-01,RYANAIR,TRIPADVISOR
Do not get Ryanair car rental,1,2022-06-01,RYANAIR,TRIPADVISOR
"Ist den Preis wert, aber immer noch eine Hobbyairline.",1,2022-06-01,RYANAIR,TRIPADVISOR
Dåligt,1,2022-06-01,RYANAIR,TRIPADVISOR
Compañía nefasta,1,2022-06-01,RYANAIR,TRIPADVISOR
Pior é impossível,1,2022-06-01,RYANAIR,TRIPADVISOR
"Besser nicht mit Ryan fliegen, wenn es nicht sein muss",1,2022-06-01,RYANAIR,TRIPADVISOR
Never got the money back,1,2022-02-01,RYANAIR,TRIPADVISOR
Ryanair-компания дно.,1,2022-06-01,RYANAIR,TRIPADVISOR
Une compagnie de voleur et indigne,1,2022-06-01,RYANAIR,TRIPADVISOR
"Lost baggage of 6 people on only a 200 person flight, customer claims line doesnt even work",1,2022-06-01,RYANAIR,TRIPADVISOR
Worst company in existence,1,2022-06-01,RYANAIR,TRIPADVISOR
"Lo barato ,barato es!!!",2,2022-06-01,RYANAIR,TRIPADVISOR
Flight Delays,1,2022-06-01,RYANAIR,TRIPADVISOR
Pleasantly surprised,5,2022-06-01,RYANAIR,TRIPADVISOR
Paura e delirio,1,2022-06-01,RYANAIR,TRIPADVISOR
Vuelo,1,2022-06-01,RYANAIR,TRIPADVISOR
Ms,1,2022-06-01,RYANAIR,TRIPADVISOR
Viaggio Bergamo Parigi A/R,3,2022-06-01,RYANAIR,TRIPADVISOR
Compagnia che avrebbe dovuto fallire da tempo,1,2022-06-01,RYANAIR,TRIPADVISOR
Charged for bag on way back from Lisbon despite correct measurements,2,2022-06-01,RYANAIR,TRIPADVISOR
Noch schlechter als der Ruf,1,2022-06-01,RYANAIR,TRIPADVISOR
Fee for check in.,1,2022-06-01,RYANAIR,TRIPADVISOR
Never again,1,2022-06-01,RYANAIR,TRIPADVISOR
Ryanair booking is a SCAM. No effort to sort the problem = FRAUD,1,2022-04-01,RYANAIR,TRIPADVISOR
Never again!,1,2022-06-01,RYANAIR,TRIPADVISOR
"Low cost airline=no manners at all, having their customers deep,deep….",1,2022-06-01,RYANAIR,TRIPADVISOR
"God awful service, easier to get an appointment with a GP!",1,2022-06-01,RYANAIR,TRIPADVISOR
Rubbish service,1,2022-06-01,RYANAIR,TRIPADVISOR
Viaggio Roma- suceava,5,2022-06-01,RYANAIR,TRIPADVISOR
Overall very bad,1,2022-06-01,RYANAIR,TRIPADVISOR
Compagnia pessima!!!!!,1,2022-06-01,RYANAIR,TRIPADVISOR
Very Expensive for what you get,2,2022-06-01,RYANAIR,TRIPADVISOR
Do not book National Express coach with Ryan Air as it is a nightmare to make changes or a refund,1,2022-06-01,RYANAIR,TRIPADVISOR
Luxury Travel From Ryanair?,4,2022-06-01,RYANAIR,TRIPADVISOR
des billets en papier -toilette,1,2022-04-01,RYANAIR,TRIPADVISOR
Checked luggage over not charged!,4,2022-06-01,RYANAIR,TRIPADVISOR
Rire ou pleurer?,1,2022-06-01,RYANAIR,TRIPADVISOR
The most disgusting air company in Italy.,1,2022-06-01,RYANAIR,TRIPADVISOR
Angry customer 😡,1,2022-05-01,RYANAIR,TRIPADVISOR
"Embarquement refusée sous peine de ne pas avoir le "" cachet tamponné de la compagnie """,1,2022-06-01,RYANAIR,TRIPADVISOR
Marketing Department need a geography lesson,1,2022-06-01,RYANAIR,TRIPADVISOR
Tutto ok,3,2022-06-01,RYANAIR,TRIPADVISOR
Catastrophique,1,2022-06-01,RYANAIR,TRIPADVISOR
Efficient & Value for money,5,2022-05-01,RYANAIR,TRIPADVISOR
Dire Customer Service. You get what you pay for,1,2022-06-01,RYANAIR,TRIPADVISOR
Ryan Air Hire Car Scam- Extortion at airport,1,2022-05-01,RYANAIR,TRIPADVISOR
Nessuna sorpresa!,3,2022-05-01,RYANAIR,TRIPADVISOR
Would never fly with them again!,1,2022-06-01,RYANAIR,TRIPADVISOR
Schande,1,2022-06-01,RYANAIR,TRIPADVISOR
Better than BA!,4,2022-06-01,RYANAIR,TRIPADVISOR
A fuir !!!!,1,2022-06-01,RYANAIR,TRIPADVISOR
Schlechtester flug,1,2022-06-01,RYANAIR,TRIPADVISOR
Bandits,1,2022-06-01,RYANAIR,TRIPADVISOR
A fuir avec des enfants,1,2022-06-01,RYANAIR,TRIPADVISOR
Absolute Joke!,1,2022-06-01,RYANAIR,TRIPADVISOR
Non si smentiscono mai!,1,2022-06-01,RYANAIR,TRIPADVISOR
Opinion,1,2022-06-01,RYANAIR,TRIPADVISOR
Mais c est quoi leur prix !!!! C est aberrant!!!! 586€ AR,1,2022-06-01,RYANAIR,TRIPADVISOR
Check in fee,1,2022-06-01,RYANAIR,TRIPADVISOR
Primo volo post Covid,4,2022-05-01,RYANAIR,TRIPADVISOR
Bad,2,2022-06-01,RYANAIR,TRIPADVISOR
Belle arnaque,1,2022-06-01,RYANAIR,TRIPADVISOR
SEVERE DELAY !!!!!!!,2,2022-06-01,RYANAIR,TRIPADVISOR
Volare con Ryanair mi fa venire l'orticaria,1,2022-06-01,RYANAIR,TRIPADVISOR
The most horrible experience I ever had flying,1,2022-06-01,RYANAIR,TRIPADVISOR
Che senso ha pagare la priority?,1,2022-06-01,RYANAIR,TRIPADVISOR
Ottimo volo a prezzo stracciato,5,2022-05-01,RYANAIR,TRIPADVISOR
Худшие!,1,2022-06-01,RYANAIR,TRIPADVISOR
compagnia scaduta,1,2022-06-01,RYANAIR,TRIPADVISOR
Broke my stuff,1,2022-06-01,RYANAIR,TRIPADVISOR
Engineered Scam operation,1,2022-06-01,RYANAIR,TRIPADVISOR
Sehr zufrieden,5,2022-06-01,RYANAIR,TRIPADVISOR
Flight delayed by 2 hours and 20 minutes,1,2022-06-01,RYANAIR,TRIPADVISOR
du bétail,1,2022-06-01,RYANAIR,TRIPADVISOR
Wanky airline,1,2022-06-01,RYANAIR,TRIPADVISOR
E' andata bene!,4,2022-06-01,RYANAIR,TRIPADVISOR
Personale sgarbato e poco preparato,1,2022-06-01,RYANAIR,TRIPADVISOR
Another DESERVED review from me,1,2022-06-01,RYANAIR,TRIPADVISOR
Check-In information arrived too late: I had to pay a booking-fee,2,2022-05-01,RYANAIR,TRIPADVISOR
"Basic, but on time",4,2022-06-01,RYANAIR,TRIPADVISOR
"Ho già volato con loro ma l'esperienza, che credo con l'ultima di concludere, è negativa al 100%!",1,2022-06-01,RYANAIR,TRIPADVISOR
All a big deception,1,2022-06-01,RYANAIR,TRIPADVISOR
Voleur,1,2022-06-01,RYANAIR,TRIPADVISOR
Worst airline ever,1,2022-06-01,RYANAIR,TRIPADVISOR
Very Unhelpful Sevice,1,2022-06-01,RYANAIR,TRIPADVISOR
30€ por el checkin??!!!,1,2022-06-01,RYANAIR,TRIPADVISOR
"Voli low cost? 437,00 euro per Roma - Porto andata e ritorno!",1,2022-05-01,RYANAIR,TRIPADVISOR
cheap but good and accurate and reasonably comfy,5,2022-06-01,RYANAIR,TRIPADVISOR
Disservizio,1,2022-06-01,RYANAIR,TRIPADVISOR
Vergüenza de Ryanair,1,2022-06-01,RYANAIR,TRIPADVISOR
Si tienes niños no viajes con Ryanair,1,2022-06-01,RYANAIR,TRIPADVISOR
Kann ich nur empfehlen,5,2022-06-01,RYANAIR,TRIPADVISOR
You get what you paid for,3,2022-06-01,RYANAIR,TRIPADVISOR
We will never fly again with this company,1,2022-06-01,RYANAIR,TRIPADVISOR
Mediocri su tutta la linea,2,2022-05-01,RYANAIR,TRIPADVISOR
Big scam - never returned the money,1,2022-02-01,RYANAIR,TRIPADVISOR
Dirottati su altro aeroporto e abbandonati a noi stessi,1,2022-06-01,RYANAIR,TRIPADVISOR
"Awful people, flight canceled, never got my money back. 0 stars",1,2022-06-01,RYANAIR,TRIPADVISOR
Terrible and bad service,1,2022-06-01,RYANAIR,TRIPADVISOR
NICE EXPERIENCE,4,2022-02-01,RYANAIR,TRIPADVISOR
NIGHTMARE,1,2022-03-01,RYANAIR,TRIPADVISOR
Indignato,1,2022-06-01,RYANAIR,TRIPADVISOR
Niemals ein Auto buchen!,1,2022-06-01,RYANAIR,TRIPADVISOR
Excellent with peanut allergy,5,2022-06-01,RYANAIR,TRIPADVISOR
Worst Airline,1,2022-06-01,RYANAIR,TRIPADVISOR
avis réservés,3,2022-05-01,RYANAIR,TRIPADVISOR
Impossible de choisir 0 étoile,1,2022-06-01,RYANAIR,TRIPADVISOR
Abzocke,1,2022-06-01,RYANAIR,TRIPADVISOR
Beware nut allergy sufferers !,2,2022-06-01,RYANAIR,TRIPADVISOR
Couldn’t be any worse experience i rather swim to Greece,1,2022-05-01,RYANAIR,TRIPADVISOR
I won’t fly with them not even if the tickets are free!,1,2022-06-01,RYANAIR,TRIPADVISOR
WORST AIRLINE IN THE WORLD SCAM SCAM SCAM,1,2022-06-01,RYANAIR,TRIPADVISOR
Appalling airline,1,2022-06-01,RYANAIR,TRIPADVISOR
Cambio di aereo con passeggeri a bordo,1,2022-06-01,RYANAIR,TRIPADVISOR
Untrustworthy,1,2022-06-01,RYANAIR,TRIPADVISOR
"Shocked, scared",1,2022-06-01,RYANAIR,TRIPADVISOR
Moyen,3,2022-05-01,RYANAIR,TRIPADVISOR
"Nie, nie mehr mit Ryanair",1,2022-06-01,RYANAIR,TRIPADVISOR
A fuir!!,1,2022-06-01,RYANAIR,TRIPADVISOR
"Toujours en retard, sans informations",1,2022-06-01,RYANAIR,TRIPADVISOR
Peligo!!! si le caes mal a un Azafato/a puedes acabar detenido,1,2022-06-01,RYANAIR,TRIPADVISOR
Worst flying experience,1,2022-06-01,RYANAIR,TRIPADVISOR
Budget airline but worth it,4,2022-06-01,RYANAIR,TRIPADVISOR
No problems!,5,2022-05-01,RYANAIR,TRIPADVISOR
Lost luggage,1,2022-06-01,RYANAIR,TRIPADVISOR
ritardi inauditi,1,2022-06-01,RYANAIR,TRIPADVISOR
"Bucht was anderes, wenn ihr könnt",1,2022-06-01,RYANAIR,TRIPADVISOR
No invoice for a flight from Romania to Germany,1,2022-06-01,RYANAIR,TRIPADVISOR
Ladrones,1,2022-06-01,RYANAIR,TRIPADVISOR
"Volo per Italia tutto in Inglese, tranne la vendita dei gratta e vinci",2,2022-06-01,RYANAIR,TRIPADVISOR
Taken hostage by Ryanair,1,2022-06-01,RYANAIR,TRIPADVISOR
"Vertraging, vertraging vertraginf",1,2022-05-01,RYANAIR,TRIPADVISOR
Ritardo ritardo ritardo,1,2022-06-01,RYANAIR,TRIPADVISOR
Pessimi,2,2022-06-01,RYANAIR,TRIPADVISOR
Cheap flight,4,2022-06-01,RYANAIR,TRIPADVISOR
Best example of how cheap can cost you expensive,1,2022-05-01,RYANAIR,TRIPADVISOR
N applique pas traité du conseil de l Europe,1,2022-06-01,RYANAIR,TRIPADVISOR
Empresa dedicada a enganar os passageiros,1,2022-06-01,RYANAIR,TRIPADVISOR
Ritardo andata/ritorno,1,2022-06-01,RYANAIR,TRIPADVISOR
Good people working onboard,4,2022-05-01,RYANAIR,TRIPADVISOR
Worst flight company ryanair,1,2022-06-01,RYANAIR,TRIPADVISOR
Ganz ok,3,2022-06-01,RYANAIR,TRIPADVISOR
Flight delayed - No help from the company,1,2022-06-01,RYANAIR,TRIPADVISOR
sporcizia,1,2022-06-01,RYANAIR,TRIPADVISOR
B@@@d!!!,1,2022-06-01,RYANAIR,TRIPADVISOR
Servizio clienti pessimo,1,2022-06-01,RYANAIR,TRIPADVISOR
Check in dal girone dantesco e sistemi subdoli per fare cassa!,1,2022-06-01,RYANAIR,TRIPADVISOR
"Billig ist ok, aber …",1,2022-06-01,RYANAIR,TRIPADVISOR
Check in con code infinite,1,2022-06-01,RYANAIR,TRIPADVISOR
Ryanair saved our day!,5,2022-06-01,RYANAIR,TRIPADVISOR
Leggero ritardo ma recuperato,5,2022-05-01,RYANAIR,TRIPADVISOR
Precisione e puntualità,5,2022-05-01,RYANAIR,TRIPADVISOR
"Worst company to fly,if you want to waste your time this is for you.",1,2022-06-01,RYANAIR,TRIPADVISOR
Terrible,1,2022-06-01,RYANAIR,TRIPADVISOR
Si,1,2022-06-01,RYANAIR,TRIPADVISOR
"Late twice, no excuse, no compensation….",1,2022-06-01,RYANAIR,TRIPADVISOR
REFRESHMENT VOUCHER A JOKE,1,2022-05-01,RYANAIR,TRIPADVISOR
"A company of thiefs, don't use for business or any other activity.",1,2022-05-01,RYANAIR,TRIPADVISOR
ANNULATION VOL SANS PREVENIR,1,2022-06-01,RYANAIR,TRIPADVISOR
Unreliable,2,2022-06-01,RYANAIR,TRIPADVISOR
Worrying,3,2022-05-01,RYANAIR,TRIPADVISOR
Pésimo trato de la tripulación,1,2022-06-01,RYANAIR,TRIPADVISOR
Could Do Better,3,2022-05-01,RYANAIR,TRIPADVISOR
"volo in ritardo di 3 ore, perso Appuntamento non sono piu' andato , non vogliono rimborsarmi ne l'andata che il ritorno",1,2022-06-01,RYANAIR,TRIPADVISOR
SEMPRE PEGGIO!!!,1,2022-06-01,RYANAIR,TRIPADVISOR
A ok experience,4,2022-05-01,RYANAIR,TRIPADVISOR
"Cancelamento de voo, atraso de 3h para recolocação de voo",1,2022-06-01,RYANAIR,TRIPADVISOR
Low cost = qualità mediocre,3,2022-05-01,RYANAIR,TRIPADVISOR
I will never fly with Ryanair again,1,2022-05-01,RYANAIR,TRIPADVISOR
"overall it was a good flight but 40 mins late,",4,2022-05-01,RYANAIR,TRIPADVISOR
Do not fly with RyanAir,1,2022-06-01,RYANAIR,TRIPADVISOR
Worst airline,1,2022-05-01,RYANAIR,TRIPADVISOR
Katastrophe!!,1,2022-06-01,RYANAIR,TRIPADVISOR
Des voleurs,1,2022-04-01,RYANAIR,TRIPADVISOR
Worst airport Beauvais,1,2022-04-01,RYANAIR,TRIPADVISOR
"Gute Fluggesellschaft, alles wie beschrieben. …aber manche sollten einfach mal das Lesen lernen",4,2022-05-01,RYANAIR,TRIPADVISOR
Never experienced any troubles with this airline,5,2022-05-01,RYANAIR,TRIPADVISOR
La peor compañía para volar con diferencia,1,2022-05-01,RYANAIR,TRIPADVISOR
Predatory practices,2,2022-06-01,RYANAIR,TRIPADVISOR
Inadmissible,1,2022-06-01,RYANAIR,TRIPADVISOR
Cabin crew,5,2022-06-01,RYANAIR,TRIPADVISOR
Atención nefasta y pagar dos veces el cheking,1,2022-06-01,RYANAIR,TRIPADVISOR
Vive l’arnaque,1,2022-05-01,RYANAIR,TRIPADVISOR
Il n’y a pas plus grand VOLEUR que cette compagnie,1,2022-06-01,RYANAIR,TRIPADVISOR
Transfer from Airport Podgorica was declined,1,2022-05-01,RYANAIR,TRIPADVISOR
Mr,1,2022-06-01,RYANAIR,TRIPADVISOR
PESSSSIMO!!!!!!!,1,2022-06-01,RYANAIR,TRIPADVISOR
This is the worst airline of all. They are rude and irresponsible. Never again.,1,2022-06-01,RYANAIR,TRIPADVISOR
Rimborsi e Tasse Aeroportuali Voli Non Usufruiti,1,2022-03-01,RYANAIR,TRIPADVISOR
The worst airline but ever,1,2022-05-01,RYANAIR,TRIPADVISOR
"Very bad , so dissapointed in everything",1,2022-06-01,RYANAIR,TRIPADVISOR
Perforated Condom,1,2022-06-01,RYANAIR,TRIPADVISOR
The worst airline,1,2022-05-01,RYANAIR,TRIPADVISOR
Racist indian lady in the check-in counter,1,2022-05-01,RYANAIR,TRIPADVISOR
Ryanair sucks,1,2022-02-01,RYANAIR,TRIPADVISOR
Ian,1,2022-05-01,RYANAIR,TRIPADVISOR
Voli a 5€? Ma siamo sicuri?,1,2022-05-01,RYANAIR,TRIPADVISOR
Worst ever company,1,2022-02-01,RYANAIR,TRIPADVISOR
Disgrace,1,2022-05-01,RYANAIR,TRIPADVISOR
Dobrze choć mało miejsca w nogach,4,2022-05-01,RYANAIR,TRIPADVISOR
Son unos rastreros,1,2022-05-01,RYANAIR,TRIPADVISOR
Retard,1,2022-05-01,RYANAIR,TRIPADVISOR
Нет. Только кредиткарта.,1,2022-04-01,RYANAIR,TRIPADVISOR
Amazing refund service,5,2022-05-01,RYANAIR,TRIPADVISOR
"Machine-like staff, unresponsive customer service",1,2022-03-01,RYANAIR,TRIPADVISOR
Lack of care,1,2022-05-01,RYANAIR,TRIPADVISOR
GREAT BUDGET AIRLINE,5,2022-05-01,RYANAIR,TRIPADVISOR
Horrible experience,1,2022-05-01,RYANAIR,TRIPADVISOR
Discriminating and out to make a quick buck!,1,2022-05-01,RYANAIR,TRIPADVISOR
Disgraceful service,1,2022-05-01,RYANAIR,TRIPADVISOR
Bandit de Rayanair,1,2022-05-01,RYANAIR,TRIPADVISOR
Perte des bagages de l’intégralité des passagers,1,2022-05-01,RYANAIR,TRIPADVISOR
Honteux,1,2022-05-01,RYANAIR,TRIPADVISOR
Ryanair joue la montre pour ne pas assumer ses responsabilités,1,2022-02-01,RYANAIR,TRIPADVISOR
Incident sur l avion 29/05/2022,1,2022-05-01,RYANAIR,TRIPADVISOR
Come sempre…,1,2022-05-01,RYANAIR,TRIPADVISOR
"Pessimo servizio, scarsa professionalità, scortesi.",1,2022-05-01,RYANAIR,TRIPADVISOR
Signor,1,2022-05-01,RYANAIR,TRIPADVISOR
NO CUMPLEN SUS HORARIOS,1,2022-05-01,RYANAIR,TRIPADVISOR
Extra charges,3,2022-05-01,RYANAIR,TRIPADVISOR
Racist experience from incompetent Ryan air staff,1,2022-05-01,RYANAIR,TRIPADVISOR
MeryB,1,2022-05-01,RYANAIR,TRIPADVISOR
Una compañia no recomendable,1,2022-05-01,RYANAIR,TRIPADVISOR
Cuidado! Son unos estafadores,1,2022-05-01,RYANAIR,TRIPADVISOR
Servicio lamentable,1,2022-05-01,RYANAIR,TRIPADVISOR
Ryanair the worst flying company,1,2022-05-01,RYANAIR,TRIPADVISOR
Meškanie,3,2022-05-01,RYANAIR,TRIPADVISOR
Assistenza Clienti Ryanair,3,2022-05-01,RYANAIR,TRIPADVISOR
Charged 110 euro extra because the check in on the return flight didn't work.,1,2022-05-01,RYANAIR,TRIPADVISOR
"Ne rembourse pas les billets, manque de professionnalisme",1,2022-05-01,RYANAIR,TRIPADVISOR
Overall satisfied,3,2022-05-01,RYANAIR,TRIPADVISOR
